"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","actual_choice","actual_EV","binary_id","trinary_id","catch","A_key","D_key","choice_prob","choice_amount","chosen_part"
"","","","","","html-keyboard-response","115","322974","0.0-9.0-1.23","a535500d-2b51-4e38-814e-915756f678ee","3957","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪11</span>
                      <span>₪16</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>20%</span>
                    </p>","a","binary","B","2.75","27","27","0","B","A","25","11",""
"","","","","","html-keyboard-response","116","324215","0.0-9.0-0.24","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","117","326421","0.0-9.0-1.24","a535500d-2b51-4e38-814e-915756f678ee","2205","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪58</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>30%</span>
                      <span>25%</span>
                    </p>","a","binary","A","17.4","30","30","1","A","B","30","58",""
"","","","","","html-keyboard-response","118","327586","0.0-9.0-0.25","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","119","330798","0.0-9.0-1.25","a535500d-2b51-4e38-814e-915756f678ee","3211","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪64</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>50%</span>
                    </p>","d","binary","A","32","4","4","0","B","A","50","64",""
"","","","","","html-keyboard-response","120","331392","0.0-9.0-0.26","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","121","336270","0.0-9.0-1.26","a535500d-2b51-4e38-814e-915756f678ee","4877","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪18</span>
                      <span>₪36</span>
                    </p>
                    <p class=""lotteries"">
                      <span>50%</span>
                      <span>30%</span>
                    </p>","a","binary","B","9","22","22","0","B","A","50","18",""
"","","","","","html-keyboard-response","122","337328","0.0-9.0-0.27","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","123","341710","0.0-9.0-1.27","a535500d-2b51-4e38-814e-915756f678ee","4381","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪76</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>65%</span>
                    </p>","d","binary","B","49.4","24","24","0","A","B","65","76",""
"","","","","","html-keyboard-response","124","342948","0.0-9.0-0.28","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","125","348565","0.0-9.0-1.28","a535500d-2b51-4e38-814e-915756f678ee","5616","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪71</span>
                      <span>₪36</span>
                    </p>
                    <p class=""lotteries"">
                      <span>45%</span>
                      <span>75%</span>
                    </p>","a","binary","A","31.95","16","16","0","A","B","45","71",""
"","","","","","html-keyboard-response","126","349221","0.0-9.0-0.29","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","127","357758","0.0-9.0-1.29","a535500d-2b51-4e38-814e-915756f678ee","8536","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪64</span>
                      <span>₪36</span>
                    </p>
                    <p class=""lotteries"">
                      <span>50%</span>
                      <span>70%</span>
                    </p>","a","binary","B","32","3","3","0","B","A","50","64",""
"","","","","","html-keyboard-response","128","358764","0.0-10.0","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","129","360766","0.0-11.0","a535500d-2b51-4e38-814e-915756f678ee","2001","<p>הפסקה.
          <br>לחצו על רווח כדי להמשיך.</p>"," ","scan_wait","","","","","","","","","",""
"","","","","","html-keyboard-response","130","361858","0.0-12.0-0.0","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","131","367551","0.0-12.0-1.0","a535500d-2b51-4e38-814e-915756f678ee","5699","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪61</span>
                    </p>
                    <p class=""lotteries"">
                      <span>70%</span>
                      <span>45%</span>
                    </p>","a","binary","B","25.2","10","10","0","B","A","70","36",""
"","","","","","html-keyboard-response","132","368448","0.0-12.0-0.1","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","133","371287","0.0-12.0-1.1","a535500d-2b51-4e38-814e-915756f678ee","2837","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪76</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>65%</span>
                    </p>","d","binary","A","49.4","19","19","0","B","A","65","76",""
"","","","","","html-keyboard-response","134","372384","0.0-12.0-0.2","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","135","374767","0.0-12.0-1.2","a535500d-2b51-4e38-814e-915756f678ee","2382","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪71</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>55%</span>
                      <span>75%</span>
                    </p>","a","binary","A","39.05","18","18","0","A","B","55","71",""
"","","","","","html-keyboard-response","136","375413","0.0-12.0-0.3","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","137","379415","0.0-12.0-1.3","a535500d-2b51-4e38-814e-915756f678ee","4001","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪11</span>
                      <span>₪4</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>75%</span>
                    </p>","d","binary","B","3","12","12","0","A","B","75","4",""
"","","","","","html-keyboard-response","138","380922","0.0-12.0-0.4","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","139","387247","0.0-12.0-1.4","a535500d-2b51-4e38-814e-915756f678ee","6324","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪58</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>30%</span>
                      <span>25%</span>
                    </p>","a","binary","A","17.4","30","30","1","A","B","30","58",""
"","","","","","html-keyboard-response","140","388240","0.0-12.0-0.5","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
"","","","","","html-keyboard-response","141","390383","0.0-12.0-1.5","a535500d-2b51-4e38-814e-915756f678ee","2142","
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪18</span>
                      <span>₪4</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>75%</span>
                    </p>","d","binary","B","3","23","23","0","A","B","75","4",""
"","","","","","html-keyboard-response","142","391482","0.0-12.0-0.6","a535500d-2b51-4e38-814e-915756f678ee","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","",""
