success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,slider_start,ID,set_ID,prob,amount,last_location,actual_choice,actual_EV,binary_id,trinary_id,catch,A_key,D_key,choice_prob,choice_amount,potential_prize_prob,potential_prize_amount,won_prize,remaining_budget,total_prize
,,,,,html-slider-response,271,609907,0.0-25.0-1.20,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3784,"
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",10,evaluation,67,23,"7B,26B",55,61,10,,,,,,,,,,,,,,
,,,,,html-keyboard-response,272,610467,0.0-25.0-2.20,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,273,611475,0.0-25.0-0.21,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,27,"5B,18A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,274,615435,0.0-25.0-1.21,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3959,"
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",17,evaluation,40,27,"5B,18A",55,71,17,,,,,,,,,,,,,,
,,,,,html-keyboard-response,275,616195,0.0-25.0-2.21,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,276,617198,0.0-25.0-0.22,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,22,"10A,11A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,277,620947,0.0-25.0-1.22,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3747,"
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",10,evaluation,65,22,"10A,11A",45,61,10,,,,,,,,,,,,,,
,,,,,html-keyboard-response,278,622219,0.0-25.0-2.22,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,279,623232,0.0-25.0-0.23,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,13,"3A,5C,10B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,280,627227,0.0-25.0-1.23,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3994,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",13,evaluation,31,13,"3A,5C,10B",70,36,13,,,,,,,,,,,,,,
,,,,,html-keyboard-response,281,627860,0.0-25.0-2.23,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,282,628873,0.0-25.0-0.24,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,21,"11C,18C,25A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,283,632877,0.0-25.0-1.24,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,65,21,"11C,18C,25A",45,58,9,,,,,,,,,,,,,,
,,,,,html-keyboard-response,284,634094,0.0-25.0-2.24,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,285,635095,0.0-25.0-0.25,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,3,"12B,20B,23B,27C,29C",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,286,639098,0.0-25.0-1.25,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,20,3,"12B,20B,23B,27C,29C",75,4,0,,,,,,,,,,,,,,
,,,,,html-keyboard-response,287,639737,0.0-25.0-2.25,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,288,640739,0.0-25.0-0.26,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,31,8A,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,289,644754,0.0-25.0-1.26,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,70,31,8A,65,79,14,,,,,,,,,,,,,,
,,,,,html-keyboard-response,290,646033,0.0-25.0-2.26,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,291,647045,0.0-25.0-0.27,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,15,"9C,25B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,292,649732,0.0-25.0-1.27,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,2687,"
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",10,evaluation,66,15,"9C,25B",60,39,10,,,,,,,,,,,,,,
,,,,,html-keyboard-response,293,651064,0.0-25.0-2.27,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,294,652074,0.0-25.0-0.28,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,17,"2A,7A,9A,15B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,295,656076,0.0-25.0-1.28,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,79,17,"2A,7A,9A,15B",60,43,4,,,,,,,,,,,,,,
,,,,,html-keyboard-response,296,656623,0.0-25.0-2.28,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,297,657639,0.0-25.0-0.29,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,19,"13C,30A",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,298,661641,0.0-25.0-1.29,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,38,19,"13C,30A",30,58,15,,,,,,,,,,,,,,
,,,,,html-keyboard-response,299,662860,0.0-25.0-2.29,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,300,663876,0.0-25.0-0.30,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,14,"4B,5A,13B,16B",,,,,,,,,,,,,,,,,
,,,,,html-slider-response,301,666900,0.0-25.0-1.30,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3023,"
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",15,evaluation,34,14,"4B,5A,13B,16B",75,36,15,,,,,,,,,,,,,,
,,,,,html-keyboard-response,302,668341,0.0-25.0-2.30,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,303,669345,0.0-26.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,304,670046,0.0-27.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,,null,delay,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,305,680807,0.0-28.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,10759,"
        <h1>יפה מאוד! סיימתם את חלק 1!</h1>
        <p>מיד נעבור לחלק 2.</p>
        <p>לחצו רווח במקלדת כדי להמשיך.</p>", ,instructions,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,306,694595,0.0-29.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,13731,"
          <h1>חלק 2</h1>
          <p>בחלק זה יוצגו בפניכם שתי הגרלות.
          <br>אתם מתבקשים לבחור את ההגרלה שתרצו להשתתף בה.
          <br>שימו לב! בסוף הניסוי נבחר שלב אחד באקראי ונממש את ההגרלה שבחרתם. כלומר, הבחירה שלכם יכולה להפוך לכסף אמיתי.
          <br><br>לחצו רווח כדי להמשיך.</p>", ,instructions,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,307,704962,0.0-30.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,9666,"
          <p>בואו נתחיל בדוגמה:
          <br>לפניכם שתי הגרלות.
          <br>לחצו 'A' אם אתם מעדיפים את ההגרלה השמאלית
          <br>לחצו 'D' אם אתם מעדיפים את ההגרלה הימנית
          <p class=""lotteries"">
            <span><img src='img/A.png', width=""30""></span>
            <span><img src='img/D.png', width=""30""></span>
          </p>
          <p class=""lotteries"">
            <span>₪39</span>
            <span>₪54</span>
          </p>
          <p class=""lotteries"">
            <span>65%</span>
            <span>35%</span>
          </p>",a,example,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,308,711643,0.0-31.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5971,"<p>יפה מאוד!
                  <br>בחרתם את ההגרלה השמאלית. נשמע נכון?
                  <br>בואו ננסה דוגמה נוספת:</p>
                  <p class=""lotteries"">
                    <span><img src='img/A.png', width=""30""></span>
                    <span><img src='img/D.png', width=""30""></span>
                  </p>
                  <p class=""lotteries"">
                    <span>₪29</span>
                    <span>₪43</span>
                  </p>
                  <p class=""lotteries"">
                    <span>30%</span>
                    <span>65%</span>
                  </p>",d,example,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,309,717731,0.0-32.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5371,"<p>יפה. כעת בחרתם את ההגרלה הימנית. 
                  <br>מיד נתחיל בניסוי.
                  <br>אתם תראו זוגות של הגרלות ותתבקשו לבחור את ההגרלה המועדפת עליכם.
                  <br><br>לחצו רווח כדי להמשיך.</p>", ,instructions,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,310,719031,0.0-33.0-0.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,311,723667,0.0-33.0-1.0,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,4633,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪71</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>45%</span>
                    </p>",d,binary,,,,,,,A,31.95,16,16,0,B,A,45,71,,,,,
,,,,,html-keyboard-response,312,724786,0.0-33.0-0.1,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,313,730499,0.0-33.0-1.1,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5712,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪4</span>
                      <span>₪18</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>25%</span>
                    </p>",d,binary,,,,,,,A,4.5,23,23,0,B,A,25,18,,,,,
,,,,,html-keyboard-response,314,731864,0.0-33.0-0.2,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,315,734411,0.0-33.0-1.2,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,2546,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪61</span>
                      <span>₪36</span>
                    </p>
                    <p class=""lotteries"">
                      <span>45%</span>
                      <span>70%</span>
                    </p>",d,binary,,,,,,,B,25.2,10,10,0,A,B,70,36,,,,,
,,,,,html-keyboard-response,316,735607,0.0-33.0-0.3,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,317,740611,0.0-33.0-1.3,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,5003,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪61</span>
                      <span>₪43</span>
                    </p>
                    <p class=""lotteries"">
                      <span>55%</span>
                      <span>60%</span>
                    </p>",a,binary,,,,,,,B,33.55,7,7,0,B,A,55,61,,,,,
,,,,,html-keyboard-response,318,741759,0.0-33.0-0.4,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,319,748579,0.0-33.0-1.4,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,6818,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪11</span>
                      <span>₪71</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>55%</span>
                    </p>",d,binary,,,,,,,A,39.05,18,18,0,B,A,55,71,,,,,
,,,,,html-keyboard-response,320,749165,0.0-33.0-0.5,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,321,753387,0.0-33.0-1.5,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,4222,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪4</span>
                      <span>₪36</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>30%</span>
                    </p>",a,binary,,,,,,,B,3,20,20,0,B,A,75,4,,,,,
,,,,,html-keyboard-response,322,754202,0.0-33.0-0.6,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,323,759154,0.0-33.0-1.6,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,4960,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪71</span>
                    </p>
                    <p class=""lotteries"">
                      <span>60%</span>
                      <span>45%</span>
                    </p>",a,binary,,,,,,,A,25.8,2,2,0,A,B,60,43,,,,,
,,,,,html-keyboard-response,324,760066,0.0-33.0-0.7,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,325,764546,0.0-33.0-1.7,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,4479,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪36</span>
                      <span>₪71</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>55%</span>
                    </p>",a,binary,,,,,,,A,27,5,5,0,A,B,75,36,,,,,
,,,,,html-keyboard-response,326,765692,0.0-33.0-0.8,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,327,780090,0.0-33.0-1.8,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,14397,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪39</span>
                      <span>₪58</span>
                    </p>
                    <p class=""lotteries"">
                      <span>60%</span>
                      <span>45%</span>
                    </p>",a,binary,,,,,,,B,23.4,25,25,0,B,A,60,39,,,,,
,,,,,html-keyboard-response,328,781550,0.0-33.0-0.9,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,329,784938,0.0-33.0-1.9,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,3388,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪11</span>
                      <span>₪18</span>
                    </p>
                    <p class=""lotteries"">
                      <span>45%</span>
                      <span>25%</span>
                    </p>",a,binary,,,,,,,B,4.95,14,14,0,B,A,45,11,,,,,
,,,,,html-keyboard-response,330,785679,0.0-33.0-0.10,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,331,795426,0.0-33.0-1.10,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,9746,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪39</span>
                    </p>
                    <p class=""lotteries"">
                      <span>60%</span>
                      <span>65%</span>
                    </p>",d,binary,,,,,,,A,25.35,15,15,0,B,A,65,39,,,,,
,,,,,html-keyboard-response,332,796584,0.0-33.0-0.11,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,333,802858,0.0-33.0-1.11,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,6273,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪4</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>75%</span>
                    </p>",d,binary,,,,,,,A,8.25,29,29,1,B,A,75,11,,,,,
,,,,,html-keyboard-response,334,804305,0.0-33.0-0.12,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,335,811274,0.0-33.0-1.12,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,6967,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪18</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>50%</span>
                      <span>25%</span>
                    </p>",a,binary,,,,,,,A,9,28,28,1,A,B,50,18,,,,,
,,,,,html-keyboard-response,336,812163,0.0-33.0-0.13,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,337,822866,0.0-33.0-1.13,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,10702,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪43</span>
                      <span>₪76</span>
                    </p>
                    <p class=""lotteries"">
                      <span>75%</span>
                      <span>65%</span>
                    </p>",d,binary,,,,,,,B,49.4,24,24,0,A,B,65,76,,,,,
,,,,,html-keyboard-response,338,823457,0.0-33.0-0.14,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,339,836818,0.0-33.0-1.14,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,13360,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪11</span>
                      <span>₪58</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>30%</span>
                    </p>",d,binary,,,,,,,A,17.4,30,30,1,B,A,30,58,,,,,
,,,,,html-keyboard-response,340,837559,0.0-33.0-0.15,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,341,843954,0.0-33.0-1.15,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,6394,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪16</span>
                      <span>₪4</span>
                    </p>
                    <p class=""lotteries"">
                      <span>20%</span>
                      <span>50%</span>
                    </p>",d,binary,,,,,,,B,2,17,17,0,A,B,50,4,,,,,
,,,,,html-keyboard-response,342,844554,0.0-33.0-0.16,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,343,854411,0.0-33.0-1.16,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,9855,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪76</span>
                      <span>₪43</span>
                    </p>
                    <p class=""lotteries"">
                      <span>65%</span>
                      <span>75%</span>
                    </p>",a,binary,,,,,,,A,49.4,19,19,0,A,B,65,76,,,,,
,,,,,html-keyboard-response,344,855251,0.0-33.0-0.17,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,345,866115,0.0-33.0-1.17,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,10862,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪58</span>
                      <span>₪36</span>
                    </p>
                    <p class=""lotteries"">
                      <span>40%</span>
                      <span>75%</span>
                    </p>",d,binary,,,,,,,B,27,13,13,0,A,B,75,36,,,,,
,,,,,html-keyboard-response,346,867214,0.0-33.0-0.18,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,347,878547,0.0-33.0-1.18,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,11331,"
                    <p class=""lotteries"">
                      <span><img src='img/A.png', width=""30""></span>
                      <span><img src='img/D.png', width=""30""></span>
                    </p>
                    <p class=""lotteries"">
                      <span>₪64</span>
                      <span>₪11</span>
                    </p>
                    <p class=""lotteries"">
                      <span>25%</span>
                      <span>75%</span>
                    </p>",d,binary,,,,,,,B,8.25,6,6,0,A,B,75,11,,,,,
,,,,,html-keyboard-response,348,879190,0.0-33.0-0.19,e945a69c-3c1d-47e5-8dcc-c414004fbdc8,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,,,
