success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,slider_start,ID,set_ID,prob,amount,last_location,actual_choice,actual_EV,binary_id,trinary_id,catch,A_key,D_key,choice_prob,choice_amount,total_prize
,,,,,html-slider-response,160,370304,0.0-21.0-0.16,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,23,"7B,26B",,,,,,,,,,,,,
,,,,,html-slider-response,161,373455,0.0-21.0-1.16,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3150,"
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",33,evaluation,47,23,"7B,26B",55,61,33,,,,,,,,,,
,,,,,html-keyboard-response,162,374862,0.0-21.0-2.16,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,163,375880,0.0-21.0-0.17,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,22,"10A,11A",,,,,,,,,,,,,
,,,,,html-slider-response,164,379567,0.0-21.0-1.17,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3686,"
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",29,evaluation,32,22,"10A,11A",45,61,29,,,,,,,,,,
,,,,,html-keyboard-response,165,380943,0.0-21.0-2.17,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,166,381959,0.0-21.0-0.18,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,5,"12A,27B,28B,30B",,,,,,,,,,,,,
,,,,,html-slider-response,167,384719,0.0-21.0-1.18,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2759,"
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",4,evaluation,18,5,"12A,27B,28B,30B",25,11,4,,,,,,,,,,
,,,,,html-keyboard-response,168,385741,0.0-21.0-2.18,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,169,386750,0.0-21.0-0.19,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,3,"12B,20B,23B,27C,29C",,,,,,,,,,,,,
,,,,,html-slider-response,170,388999,0.0-21.0-1.19,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2248,"
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",3,evaluation,1,3,"12B,20B,23B,27C,29C",75,4,3,,,,,,,,,,
,,,,,html-keyboard-response,171,390159,0.0-21.0-2.19,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,172,391176,0.0-21.0-0.20,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,13,"3A,5C,10B",,,,,,,,,,,,,
,,,,,html-slider-response,173,395184,0.0-21.0-1.20,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,18,13,"3A,5C,10B",70,36,25,,,,,,,,,,
,,,,,html-keyboard-response,174,396330,0.0-21.0-2.20,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,175,397338,0.0-21.0-0.21,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,16,"1A,15A,26C",,,,,,,,,,,,,
,,,,,html-slider-response,176,401343,0.0-21.0-1.21,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,49,16,"1A,15A,26C",65,39,21,,,,,,,,,,
,,,,,html-keyboard-response,177,402505,0.0-21.0-2.21,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,178,403520,0.0-21.0-0.22,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,4,"12C,17C,23C,28C",,,,,,,,,,,,,
,,,,,html-slider-response,179,406847,0.0-21.0-1.22,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3326,"
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",2,evaluation,58,4,"12C,17C,23C,28C",20,11,3,,,,,,,,,,
,,,,,html-keyboard-response,180,407515,0.0-21.0-2.22,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,181,408526,0.0-21.0-0.23,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,15,"9C,25B",,,,,,,,,,,,,
,,,,,html-slider-response,182,411831,0.0-21.0-1.23,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3305,"
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",23,evaluation,45,15,"9C,25B",60,39,23,,,,,,,,,,
,,,,,html-keyboard-response,183,412521,0.0-21.0-2.23,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,184,413523,0.0-21.0-0.24,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,9,"14A,23A",,,,,,,,,,,,,
,,,,,html-slider-response,185,416119,0.0-21.0-1.24,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2595,"
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",3,evaluation,24,9,"14A,23A",25,18,3,,,,,,,,,,
,,,,,html-keyboard-response,186,417617,0.0-21.0-2.24,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,187,418622,0.0-21.0-0.25,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,27,"5B,18A",,,,,,,,,,,,,
,,,,,html-slider-response,188,421495,0.0-21.0-1.25,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2873,"
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",29,evaluation,38,27,"5B,18A",55,71,29,,,,,,,,,,
,,,,,html-keyboard-response,189,422391,0.0-21.0-2.25,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,190,423406,0.0-21.0-0.26,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,18,"11B,19B,24A,26A",,,,,,,,,,,,,
,,,,,html-slider-response,191,427408,0.0-21.0-1.26,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,72,18,"11B,19B,24A,26A",75,43,32,,,,,,,,,,
,,,,,html-keyboard-response,192,428352,0.0-21.0-2.26,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,193,429362,0.0-21.0-0.27,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,25,"1B,3B,4A",,,,,,,,,,,,,
,,,,,html-slider-response,194,432023,0.0-21.0-1.27,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2660,"
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",32,evaluation,79,25,"1B,3B,4A",50,64,32,,,,,,,,,,
,,,,,html-keyboard-response,195,433175,0.0-21.0-2.27,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,196,434192,0.0-21.0-0.28,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,10,"2C,16C,22B,28A",,,,,,,,,,,,,
,,,,,html-slider-response,197,437447,0.0-21.0-1.28,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3254,"
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",8,evaluation,36,10,"2C,16C,22B,28A",50,18,9,,,,,,,,,,
,,,,,html-keyboard-response,198,438447,0.0-21.0-2.28,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,199,439449,0.0-21.0-0.29,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,7,"6B,18B,22C,24C,29A",,,,,,,,,,,,,
,,,,,html-slider-response,200,443167,0.0-21.0-1.29,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3716,"
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",7,evaluation,2,7,"6B,18B,22C,24C,29A",75,11,7,,,,,,,,,,
,,,,,html-keyboard-response,201,444377,0.0-21.0-2.29,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,202,445392,0.0-21.0-0.30,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,8,"14C,17A,20C,27A",,,,,,,,,,,,,
,,,,,html-slider-response,203,449135,0.0-21.0-1.30,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3742,"
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",2,evaluation,14,8,"14C,17A,20C,27A",20,16,3,,,,,,,,,,
,,,,,html-keyboard-response,204,450270,0.0-21.0-2.30,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,205,451271,0.0-22.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,206,467495,0.0-23.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p>הפסקה.
          <br>לחצו כדי להמשיך.</p>",1,scan_wait,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,207,468498,0.0-24.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,208,469500,0.0-25.0-0.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,9,"14A,23A",,,,,,,,,,,,,
,,,,,html-slider-response,209,472335,0.0-25.0-1.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2834,"
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",5,evaluation,64,9,"14A,23A",25,18,6,,,,,,,,,,
,,,,,html-keyboard-response,210,473298,0.0-25.0-2.0,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,211,474310,0.0-25.0-0.1,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,12,"1C,7C,15C",,,,,,,,,,,,,
,,,,,html-slider-response,212,478324,0.0-25.0-1.1,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,6,12,"1C,7C,15C",60,36,20,,,,,,,,,,
,,,,,html-keyboard-response,213,479245,0.0-25.0-2.1,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,214,480262,0.0-25.0-0.2,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,22,"10A,11A",,,,,,,,,,,,,
,,,,,html-slider-response,215,483687,0.0-25.0-1.2,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3424,"
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",26,evaluation,7,22,"10A,11A",45,61,27,,,,,,,,,,
,,,,,html-keyboard-response,216,484498,0.0-25.0-2.2,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,217,485501,0.0-25.0-0.3,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,24,"6A,21A",,,,,,,,,,,,,
,,,,,html-slider-response,218,488655,0.0-25.0-1.3,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3153,"
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",16,evaluation,59,24,"6A,21A",25,64,16,,,,,,,,,,
,,,,,html-keyboard-response,219,490018,0.0-25.0-2.3,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,220,491027,0.0-25.0-0.4,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,10,"2C,16C,22B,28A",,,,,,,,,,,,,
,,,,,html-slider-response,221,492959,0.0-25.0-1.4,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1931,"
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",8,evaluation,69,10,"2C,16C,22B,28A",50,18,9,,,,,,,,,,
,,,,,html-keyboard-response,222,494162,0.0-25.0-2.4,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,223,495166,0.0-25.0-0.5,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,21,"11C,18C,25A",,,,,,,,,,,,,
,,,,,html-slider-response,224,498095,0.0-25.0-1.5,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2928,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",26,evaluation,49,21,"11C,18C,25A",45,58,27,,,,,,,,,,
,,,,,html-keyboard-response,225,499475,0.0-25.0-2.5,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,226,500479,0.0-25.0-0.6,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,30,9B,,,,,,,,,,,,,
,,,,,html-slider-response,227,504247,0.0-25.0-1.6,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3767,"
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",36,evaluation,29,30,9B,40,79,36,,,,,,,,,,
,,,,,html-keyboard-response,228,504761,0.0-25.0-2.6,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,229,505763,0.0-25.0-0.7,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,11,"3C,20A,22A",,,,,,,,,,,,,
,,,,,html-slider-response,230,508927,0.0-25.0-1.7,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3163,"
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",10,evaluation,1,11,"3C,20A,22A",30,36,10,,,,,,,,,,
,,,,,html-keyboard-response,231,510178,0.0-25.0-2.7,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,232,511182,0.0-25.0-0.8,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,28,8B,,,,,,,,,,,,,
,,,,,html-slider-response,233,514791,0.0-25.0-1.8,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,3608,"
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",31,evaluation,10,28,8B,75,71,32,,,,,,,,,,
,,,,,html-keyboard-response,234,515915,0.0-25.0-2.8,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,235,516924,0.0-25.0-0.9,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,26,"2B,16A",,,,,,,,,,,,,
,,,,,html-slider-response,236,519831,0.0-25.0-1.9,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,2905,"
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",40,evaluation,56,26,"2B,16A",45,71,40,,,,,,,,,,
,,,,,html-keyboard-response,237,520966,0.0-25.0-2.9,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,238,521972,0.0-25.0-0.10,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,19,"13C,30A",,,,,,,,,,,,,
,,,,,html-slider-response,239,525983,0.0-25.0-1.10,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,63,19,"13C,30A",30,58,24,,,,,,,,,,
,,,,,html-keyboard-response,240,526938,0.0-25.0-2.10,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
,,,,,html-slider-response,241,527951,0.0-25.0-0.11,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,13,"3A,5C,10B",,,,,,,,,,,,,
,,,,,html-slider-response,242,529023,0.0-25.0-1.11,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,1071,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",35,evaluation,46,13,"3A,5C,10B",70,36,35,,,,,,,,,,
,,,,,html-keyboard-response,243,530346,0.0-25.0-2.11,320c3ad2-b2ad-4b68-81b8-648f6021ea3d,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,
